Frame,Body Part,X,Y,UPDRS_gait
1994,RHip,292,180,1
1994,RKnee,292,234,1
1994,RAnkle,306,313,1
1994,LHip,333,180,1
1994,LKnee,320,242,1
1994,LAnkle,292,313,1
1994,REye,292,31,1
1994,LEye,292,31,1
1994,LEar,306,39,1
1994,Background,612,31,1
1995,Nose,278,39,1
1995,Neck,306,70,1
1995,RShoulder,278,70,1
1995,RElbow,278,117,1
1995,RWrist,264,172,1
1995,LShoulder,333,70,1
1995,LElbow,347,109,1
1995,LWrist,347,180,1
1995,RHip,292,180,1
1995,RKnee,278,234,1
1995,RAnkle,306,313,1
1995,LHip,333,180,1
1995,LKnee,320,242,1
1995,LAnkle,292,313,1
1995,REye,292,31,1
1995,LEye,292,31,1
1995,LEar,306,39,1
1995,Background,612,31,1
1996,Nose,278,39,1
1996,Neck,306,70,1
1996,RShoulder,278,70,1
1996,RElbow,278,117,1
1996,RWrist,264,172,1
1996,LShoulder,333,70,1
1996,LElbow,347,109,1
1996,LWrist,347,180,1
1996,RHip,292,180,1
1996,RKnee,292,234,1
1996,RAnkle,306,313,1
1996,LHip,333,180,1
1996,LKnee,320,242,1
1996,LAnkle,292,313,1
1996,REye,292,31,1
1996,LEye,292,31,1
1996,LEar,306,39,1
1996,Background,612,31,1
1997,Nose,278,39,1
1997,Neck,306,70,1
1997,RShoulder,278,70,1
1997,RElbow,264,117,1
1997,RWrist,264,172,1
1997,LShoulder,333,70,1
1997,LElbow,347,109,1
1997,LWrist,347,180,1
1997,RHip,292,180,1
1997,RKnee,292,234,1
1997,RAnkle,306,313,1
1997,LHip,333,180,1
1997,LKnee,320,242,1
1997,LAnkle,292,313,1
1997,REye,292,31,1
1997,LEye,292,31,1
1997,LEar,306,39,1
1997,Background,612,31,1
1998,Nose,278,39,1
1998,Neck,306,70,1
1998,RShoulder,278,70,1
1998,RElbow,264,117,1
1998,RWrist,264,172,1
1998,LShoulder,333,70,1
1998,LElbow,347,109,1
1998,LWrist,347,180,1
1998,RHip,292,180,1
1998,RKnee,278,234,1
1998,RAnkle,306,313,1
1998,LHip,333,180,1
1998,LKnee,320,242,1
1998,LAnkle,292,313,1
1998,REye,292,31,1
1998,LEye,292,31,1
1998,LEar,306,39,1
1998,Background,612,31,1
1999,Nose,278,39,1
1999,Neck,306,70,1
1999,RShoulder,278,70,1
1999,RElbow,264,117,1
1999,RWrist,264,172,1
1999,LShoulder,333,70,1
1999,LElbow,347,117,1
1999,LWrist,347,180,1
1999,RHip,292,180,1
1999,RKnee,278,234,1
1999,RAnkle,306,313,1
1999,LHip,333,180,1
1999,LKnee,320,242,1
1999,LAnkle,292,313,1
1999,REye,292,31,1
1999,LEye,292,31,1
1999,LEar,306,39,1
1999,Background,612,31,1
2000,Nose,278,39,1
2000,Neck,306,70,1
2000,RShoulder,278,70,1
2000,RElbow,264,117,1
2000,RWrist,264,172,1
2000,LShoulder,333,70,1
2000,LElbow,347,117,1
2000,LWrist,347,180,1
2000,RHip,292,180,1
2000,RKnee,278,234,1
2000,RAnkle,306,313,1
2000,LHip,333,180,1
2000,LKnee,320,242,1
2000,LAnkle,292,313,1
2000,REye,292,31,1
2000,LEye,292,31,1
2000,LEar,306,39,1
2000,Background,612,31,1
2001,Nose,278,39,1
2001,Neck,306,70,1
2001,RShoulder,278,70,1
2001,RElbow,264,117,1
2001,RWrist,264,172,1
2001,LShoulder,333,70,1
2001,LElbow,347,117,1
2001,LWrist,347,180,1
2001,RHip,292,180,1
2001,RKnee,292,234,1
2001,RAnkle,306,313,1
2001,LHip,333,180,1
2001,LKnee,320,242,1
2001,LAnkle,292,313,1
2001,REye,292,31,1
2001,LEye,292,31,1
2001,LEar,306,39,1
2001,Background,612,31,1
2002,Nose,278,39,1
2002,Neck,306,70,1
2002,RShoulder,278,70,1
2002,RElbow,264,117,1
2002,RWrist,264,172,1
2002,LShoulder,333,70,1
2002,LElbow,347,117,1
2002,LWrist,347,180,1
2002,RHip,292,180,1
2002,RKnee,278,234,1
2002,RAnkle,306,313,1
2002,LHip,333,180,1
2002,LKnee,320,242,1
2002,LAnkle,306,313,1
2002,REye,292,31,1
2002,LEye,292,31,1
2002,LEar,306,39,1
2002,Background,612,31,1
2003,Nose,278,39,1
2003,Neck,306,70,1
2003,RShoulder,278,70,1
2003,RElbow,264,117,1
2003,RWrist,264,172,1
2003,LShoulder,333,70,1
2003,LElbow,347,117,1
2003,LWrist,347,180,1
2003,RHip,292,180,1
2003,RKnee,278,234,1
2003,RAnkle,306,313,1
2003,LHip,333,180,1
2003,LKnee,320,234,1
2003,LAnkle,292,313,1
2003,REye,292,31,1
2003,LEye,292,31,1
2003,LEar,306,39,1
2003,Background,612,31,1
2004,Nose,278,39,1
2004,Neck,306,70,1
2004,RShoulder,278,70,1
2004,RElbow,264,117,1
2004,RWrist,264,172,1
2004,LShoulder,333,70,1
2004,LElbow,347,117,1
2004,LWrist,347,180,1
2004,RHip,292,180,1
2004,RKnee,278,234,1
2004,RAnkle,306,313,1
2004,LHip,333,180,1
2004,LKnee,320,234,1
2004,LAnkle,306,313,1
2004,REye,292,31,1
2004,LEye,292,31,1
2004,LEar,306,39,1
2004,Background,612,31,1
2005,Nose,278,39,1
2005,Neck,306,70,1
2005,RShoulder,278,70,1
2005,RElbow,264,117,1
2005,RWrist,264,172,1
2005,LShoulder,333,70,1
2005,LElbow,347,117,1
2005,LWrist,347,180,1
2005,RHip,292,180,1
2005,RKnee,278,234,1
2005,RAnkle,306,313,1
2005,LHip,333,180,1
2005,LKnee,320,242,1
2005,LAnkle,306,313,1
2005,REye,278,31,1
2005,LEye,292,31,1
2005,LEar,306,39,1
2005,Background,612,31,1
2006,Nose,278,39,1
2006,Neck,306,70,1
2006,RShoulder,278,70,1
2006,RElbow,264,117,1
2006,RWrist,264,172,1
2006,LShoulder,333,70,1
2006,LElbow,347,117,1
2006,LWrist,347,180,1
2006,RHip,292,180,1
2006,RKnee,278,234,1
2006,RAnkle,306,313,1
2006,LHip,333,180,1
2006,LKnee,320,242,1
2006,LAnkle,292,313,1
2006,REye,278,31,1
2006,LEye,292,31,1
2006,LEar,306,39,1
2006,Background,612,31,1
2007,Nose,278,39,1
2007,Neck,306,70,1
2007,RShoulder,278,70,1
2007,RElbow,264,117,1
2007,RWrist,264,172,1
2007,LShoulder,333,70,1
2007,LElbow,347,117,1
2007,LWrist,347,180,1
2007,RHip,292,180,1
2007,RKnee,278,242,1
2007,RAnkle,306,313,1
2007,LHip,333,180,1
2007,LKnee,320,242,1
2007,LAnkle,292,313,1
2007,REye,278,31,1
2007,LEye,292,31,1
2007,LEar,306,39,1
2007,Background,612,31,1
2008,Nose,278,39,1
2008,Neck,306,70,1
2008,RShoulder,278,70,1
2008,RElbow,264,117,1
2008,RWrist,264,172,1
2008,LShoulder,333,70,1
2008,LElbow,347,117,1
2008,LWrist,347,180,1
2008,RHip,292,180,1
2008,RKnee,278,242,1
2008,RAnkle,306,313,1
2008,LHip,333,180,1
2008,LKnee,320,242,1
2008,LAnkle,292,313,1
2008,REye,278,31,1
2008,LEye,292,31,1
2008,LEar,306,39,1
2008,Background,612,31,1
2009,Nose,278,39,1
2009,Neck,306,70,1
2009,RShoulder,278,70,1
2009,RElbow,264,117,1
2009,RWrist,264,172,1
2009,LShoulder,333,70,1
2009,LElbow,347,117,1
2009,LWrist,347,180,1
2009,RHip,292,180,1
2009,RKnee,292,242,1
2009,RAnkle,306,313,1
2009,LHip,333,180,1
2009,LKnee,320,242,1
2009,LAnkle,292,313,1
2009,REye,278,31,1
2009,LEye,292,31,1
2009,LEar,306,39,1
2009,Background,612,31,1
2010,Nose,278,39,1
2010,Neck,306,70,1
2010,RShoulder,278,70,1
2010,RElbow,264,117,1
2010,RWrist,264,172,1
2010,LShoulder,333,70,1
2010,LElbow,347,117,1
2010,LWrist,347,180,1
2010,RHip,292,180,1
2010,RKnee,292,242,1
2010,RAnkle,306,313,1
2010,LHip,333,180,1
2010,LKnee,320,242,1
2010,LAnkle,292,313,1
2010,REye,278,31,1
2010,LEye,292,31,1
2010,LEar,306,39,1
2010,Background,612,31,1
2011,Nose,278,39,1
2011,Neck,306,70,1
2011,RShoulder,278,70,1
2011,RElbow,264,117,1
2011,RWrist,264,172,1
2011,LShoulder,333,70,1
2011,LElbow,347,117,1
2011,LWrist,347,180,1
2011,RHip,292,180,1
2011,RKnee,278,242,1
2011,RAnkle,306,313,1
2011,LHip,333,180,1
2011,LKnee,320,242,1
2011,LAnkle,292,313,1
2011,REye,278,31,1
2011,LEye,292,31,1
2011,LEar,306,39,1
2011,Background,612,31,1
2012,Nose,278,39,1
2012,Neck,306,70,1
2012,RShoulder,278,70,1
2012,RElbow,264,117,1
2012,RWrist,264,172,1
2012,LShoulder,333,70,1
2012,LElbow,347,117,1
2012,LWrist,347,180,1
2012,RHip,292,180,1
2012,RKnee,292,242,1
2012,RAnkle,306,313,1
2012,LHip,333,180,1
2012,LKnee,320,242,1
2012,LAnkle,292,313,1
2012,REye,278,31,1
2012,LEye,292,31,1
2012,LEar,306,39,1
2012,Background,612,31,1
2013,Nose,278,39,1
2013,Neck,306,70,1
2013,RShoulder,278,70,1
2013,RElbow,264,117,1
2013,RWrist,264,172,1
2013,LShoulder,333,70,1
2013,LElbow,347,117,1
2013,LWrist,347,180,1
2013,RHip,292,180,1
2013,RKnee,292,242,1
2013,RAnkle,306,313,1
2013,LHip,333,180,1
2013,LKnee,320,242,1
2013,LAnkle,292,313,1
2013,REye,278,31,1
2013,LEye,292,31,1
2013,LEar,306,39,1
2013,Background,612,31,1
2014,Nose,278,39,1
2014,Neck,306,70,1
2014,RShoulder,278,70,1
2014,RElbow,264,117,1
2014,RWrist,264,172,1
2014,LShoulder,333,70,1
2014,LElbow,347,117,1
2014,LWrist,347,180,1
2014,RHip,292,180,1
2014,RKnee,292,242,1
2014,RAnkle,306,313,1
2014,LHip,333,180,1
2014,LKnee,320,242,1
2014,LAnkle,292,313,1
2014,REye,278,31,1
2014,LEye,292,31,1
2014,LEar,306,39,1
2014,Background,612,31,1
2015,Nose,278,39,1
2015,Neck,306,70,1
2015,RShoulder,278,70,1
2015,RElbow,264,117,1
2015,RWrist,264,172,1
2015,LShoulder,333,70,1
2015,LElbow,347,117,1
2015,LWrist,347,180,1
2015,RHip,292,180,1
2015,RKnee,278,242,1
2015,RAnkle,306,313,1
2015,LHip,333,180,1
2015,LKnee,320,242,1
2015,LAnkle,292,313,1
2015,REye,278,31,1
2015,LEye,292,31,1
2015,LEar,306,39,1
2015,Background,612,31,1
2016,Nose,278,39,1
2016,Neck,306,70,1
2016,RShoulder,278,70,1
2016,RElbow,264,117,1
2016,RWrist,264,172,1
2016,LShoulder,333,70,1
2016,LElbow,347,117,1
2016,LWrist,347,180,1
2016,RHip,292,180,1
2016,RKnee,278,242,1
2016,RAnkle,306,313,1
2016,LHip,333,180,1
2016,LKnee,320,242,1
2016,LAnkle,292,313,1
2016,REye,278,31,1
2016,LEye,292,31,1
2016,LEar,306,39,1
2016,Background,612,31,1
2017,Nose,278,39,1
2017,Neck,306,70,1
2017,RShoulder,278,70,1
2017,RElbow,264,117,1
2017,RWrist,264,172,1
2017,LShoulder,333,70,1
2017,LElbow,347,109,1
2017,LWrist,347,180,1
2017,RHip,292,180,1
2017,RKnee,278,242,1
2017,RAnkle,320,313,1
2017,LHip,333,180,1
2017,LKnee,320,242,1
2017,LAnkle,292,313,1
2017,REye,278,31,1
2017,LEye,292,31,1
2017,LEar,306,39,1
2017,Background,612,31,1
2018,Nose,278,39,1
2018,Neck,306,70,1
2018,RShoulder,278,70,1
2018,RElbow,264,117,1
2018,RWrist,264,172,1
2018,LShoulder,333,70,1
2018,LElbow,347,109,1
2018,LWrist,347,180,1
2018,RHip,292,180,1
2018,RKnee,278,242,1
2018,RAnkle,320,313,1
2018,LHip,333,180,1
2018,LKnee,333,234,1
2018,LAnkle,292,313,1
2018,REye,278,31,1
2018,LEye,292,31,1
2018,LEar,306,39,1
2018,Background,612,31,1
2019,Nose,278,39,1
2019,Neck,306,70,1
2019,RShoulder,278,70,1
2019,RElbow,264,117,1
2019,RWrist,264,172,1
2019,LShoulder,333,70,1
2019,LElbow,347,109,1
2019,LWrist,347,180,1
2019,RHip,292,180,1
2019,RKnee,278,242,1
2019,RAnkle,320,313,1
2019,LHip,333,180,1
2019,LKnee,333,234,1
2019,LAnkle,292,313,1
2019,REye,278,31,1
2019,LEye,292,31,1
2019,LEar,306,39,1
2019,Background,612,31,1
2020,Nose,278,39,1
2020,Neck,306,70,1
2020,RShoulder,278,70,1
2020,RElbow,264,117,1
2020,RWrist,264,172,1
2020,LShoulder,333,70,1
2020,LElbow,347,109,1
2020,LWrist,347,180,1
2020,RHip,292,180,1
2020,RKnee,278,242,1
2020,RAnkle,320,313,1
2020,LHip,333,180,1
2020,LKnee,333,242,1
2020,LAnkle,292,313,1
2020,REye,278,31,1
2020,LEye,292,31,1
2020,LEar,306,39,1
2020,Background,612,31,1
2021,Nose,278,39,1
2021,Neck,306,70,1
2021,RShoulder,278,70,1
2021,RElbow,264,117,1
2021,RWrist,264,172,1
2021,LShoulder,333,70,1
2021,LElbow,347,117,1
2021,LWrist,347,180,1
2021,RHip,292,180,1
2021,RKnee,278,242,1
2021,RAnkle,320,313,1
2021,LHip,333,180,1
2021,LKnee,333,242,1
2021,LAnkle,292,313,1
2021,REye,278,31,1
2021,LEye,292,31,1
2021,LEar,306,39,1
2021,Background,612,31,1
2022,Nose,278,39,1
2022,Neck,306,70,1
2022,RShoulder,278,70,1
2022,RElbow,264,117,1
2022,RWrist,264,172,1
2022,LShoulder,333,70,1
2022,LElbow,347,117,1
2022,LWrist,347,180,1
2022,RHip,292,180,1
2022,RKnee,278,242,1
2022,RAnkle,320,313,1
2022,LHip,333,180,1
2022,LKnee,333,242,1
2022,LAnkle,292,313,1
2022,REye,278,31,1
2022,LEye,292,31,1
2022,LEar,306,39,1
2022,Background,612,31,1
2023,Nose,278,39,1
2023,Neck,306,70,1
2023,RShoulder,278,70,1
2023,RElbow,264,117,1
2023,RWrist,264,172,1
2023,LShoulder,333,70,1
2023,LElbow,347,117,1
2023,LWrist,347,180,1
2023,RHip,292,180,1
2023,RKnee,278,242,1
2023,RAnkle,320,313,1
2023,LHip,333,180,1
2023,LKnee,333,242,1
2023,LAnkle,292,313,1
2023,REye,278,31,1
2023,LEye,292,31,1
2023,LEar,306,39,1
2023,Background,612,31,1
2024,Nose,278,39,1
2024,Neck,306,70,1
2024,RShoulder,278,70,1
2024,RElbow,278,117,1
2024,RWrist,264,172,1
2024,LShoulder,333,70,1
2024,LElbow,347,117,1
2024,LWrist,347,180,1
2024,RHip,292,180,1
2024,RKnee,278,242,1
2024,RAnkle,320,313,1
2024,LHip,333,180,1
2024,LKnee,333,242,1
2024,LAnkle,292,313,1
2024,REye,278,31,1
2024,LEye,292,31,1
2024,LEar,306,39,1
2024,Background,612,31,1
2025,Nose,278,39,1
2025,Neck,306,70,1
2025,RShoulder,278,70,1
2025,RElbow,264,117,1
2025,RWrist,264,172,1
2025,LShoulder,333,70,1
2025,LElbow,347,109,1
2025,LWrist,347,180,1
2025,RHip,292,180,1
2025,RKnee,278,242,1
2025,RAnkle,320,313,1
2025,LHip,333,180,1
2025,LKnee,333,242,1
2025,LAnkle,320,305,1
2025,REye,278,31,1
2025,LEye,292,31,1
2025,LEar,306,39,1
2025,Background,612,31,1
2026,Nose,278,39,1
2026,Neck,306,70,1
2026,RShoulder,278,70,1
2026,RElbow,264,117,1
2026,RWrist,264,172,1
2026,LShoulder,333,70,1
2026,LElbow,347,109,1
2026,LWrist,347,180,1
2026,RHip,292,180,1
2026,RKnee,278,242,1
2026,RAnkle,320,313,1
2026,LHip,333,180,1
2026,LKnee,333,242,1
2026,LAnkle,306,313,1
2026,LEye,292,31,1
2026,LEar,306,39,1
2026,Background,612,31,1
2027,Nose,278,39,1
2027,Neck,306,70,1
2027,RShoulder,278,70,1
2027,RElbow,264,117,1
2027,RWrist,264,172,1
2027,LShoulder,333,70,1
2027,LElbow,347,109,1
2027,LWrist,347,180,1
2027,RHip,292,180,1
2027,RKnee,278,242,1
2027,RAnkle,320,313,1
2027,LHip,333,180,1
2027,LKnee,333,242,1
2027,LAnkle,306,313,1
2027,REye,278,31,1
2027,LEye,292,31,1
2027,LEar,306,39,1
2027,Background,612,31,1
2028,Nose,278,39,1
2028,Neck,306,70,1
2028,RShoulder,278,70,1
2028,RElbow,278,117,1
2028,RWrist,264,172,1
2028,LShoulder,333,70,1
2028,LElbow,347,109,1
2028,LWrist,347,180,1
2028,RHip,292,180,1
2028,RKnee,278,242,1
2028,RAnkle,320,313,1
2028,LHip,333,180,1
2028,LKnee,333,242,1
2028,LAnkle,306,313,1
2028,REye,278,39,1
2028,LEye,292,31,1
2028,LEar,306,39,1
2028,Background,612,31,1
2029,Nose,278,39,1
2029,Neck,306,70,1
2029,RShoulder,278,70,1
2029,RElbow,278,117,1
2029,RWrist,264,172,1
2029,LShoulder,333,70,1
2029,LElbow,347,109,1
2029,LWrist,347,180,1
2029,RHip,292,180,1
2029,RKnee,278,234,1
2029,RAnkle,320,313,1
2029,LHip,333,180,1
2029,LKnee,333,242,1
2029,LAnkle,306,313,1
2029,REye,278,39,1
2029,LEye,292,31,1
2029,LEar,306,39,1
2029,Background,612,31,1
2030,Nose,278,39,1
2030,Neck,306,70,1
2030,RShoulder,278,70,1
2030,RElbow,278,117,1
2030,RWrist,264,172,1
2030,LShoulder,333,70,1
2030,LElbow,347,109,1
2030,LWrist,347,180,1
2030,RHip,292,180,1
2030,RKnee,278,234,1
2030,RAnkle,320,313,1
2030,LHip,333,180,1
2030,LKnee,333,242,1
2030,LAnkle,306,313,1
2030,REye,278,39,1
2030,LEye,292,31,1
2030,LEar,306,39,1
2030,Background,612,31,1
2031,Nose,278,39,1
2031,Neck,306,70,1
2031,RShoulder,278,70,1
2031,RElbow,278,117,1
2031,RWrist,264,172,1
2031,LShoulder,333,70,1
2031,LElbow,347,109,1
2031,LWrist,347,180,1
2031,RHip,292,180,1
2031,RKnee,278,234,1
2031,RAnkle,320,313,1
2031,LHip,333,180,1
2031,LKnee,333,242,1
2031,LAnkle,306,313,1
2031,LEye,292,31,1
2031,LEar,306,39,1
2031,Background,612,31,1
2032,Nose,278,39,1
2032,Neck,306,70,1
2032,RShoulder,278,70,1
2032,RElbow,278,117,1
2032,RWrist,264,172,1
2032,LShoulder,333,70,1
2032,LElbow,347,109,1
2032,LWrist,347,180,1
2032,RHip,292,180,1
2032,RKnee,292,242,1
2032,RAnkle,320,313,1
2032,LHip,333,180,1
2032,LKnee,333,242,1
2032,LAnkle,306,313,1
2032,LEye,292,31,1
2032,LEar,306,39,1
2032,Background,612,31,1
2033,Nose,278,39,1
2033,Neck,306,70,1
2033,RShoulder,278,70,1
2033,RElbow,278,117,1
2033,RWrist,264,172,1
2033,LShoulder,333,70,1
2033,LElbow,347,109,1
2033,LWrist,347,180,1
2033,RHip,292,180,1
2033,RKnee,278,242,1
2033,RAnkle,320,313,1
2033,LHip,333,180,1
2033,LKnee,333,242,1
2033,LAnkle,306,313,1
2033,LEye,292,31,1
2033,LEar,306,39,1
2033,Background,612,31,1
2034,Nose,278,39,1
2034,Neck,306,70,1
2034,RShoulder,278,70,1
2034,RElbow,278,117,1
2034,RWrist,264,172,1
2034,LShoulder,333,70,1
2034,LElbow,347,109,1
2034,LWrist,347,180,1
2034,RHip,292,180,1
2034,RKnee,278,242,1
2034,RAnkle,320,313,1
2034,LHip,333,180,1
2034,LKnee,333,242,1
2034,LAnkle,306,313,1
2034,LEye,292,31,1
2034,LEar,306,39,1
2034,Background,612,31,1
2035,Nose,278,39,1
2035,Neck,306,70,1
2035,RShoulder,278,78,1
2035,RElbow,278,117,1
2035,RWrist,264,172,1
2035,LShoulder,333,70,1
2035,LElbow,347,109,1
2035,LWrist,347,180,1
2035,RHip,292,180,1
2035,RKnee,278,242,1
2035,RAnkle,320,313,1
2035,LHip,333,180,1
2035,LKnee,333,242,1
2035,LAnkle,306,313,1
2035,LEye,292,31,1
2035,LEar,306,39,1
2035,Background,612,31,1
2036,Nose,278,39,1
2036,Neck,306,70,1
2036,RShoulder,278,78,1
2036,RElbow,278,117,1
2036,RWrist,264,172,1
2036,LShoulder,333,70,1
2036,LElbow,347,109,1
2036,LWrist,347,180,1
2036,RHip,292,180,1
2036,RKnee,278,242,1
2036,RAnkle,320,313,1
2036,LHip,333,180,1
2036,LKnee,333,242,1
2036,LAnkle,306,313,1
2036,LEye,292,31,1
2036,LEar,306,39,1
2036,Background,612,31,1
2037,Nose,278,39,1
2037,Neck,306,70,1
2037,RShoulder,278,78,1
2037,RElbow,278,117,1
2037,RWrist,264,172,1
2037,LShoulder,333,70,1
2037,LElbow,347,109,1
2037,LWrist,347,180,1
2037,RHip,292,180,1
2037,RKnee,320,242,1
2037,RAnkle,320,313,1
2037,LHip,333,180,1
2037,LKnee,278,242,1
2037,LAnkle,306,313,1
2037,LEye,292,31,1
2037,LEar,306,39,1
2037,Background,612,31,1
2038,Nose,278,39,1
2038,Neck,306,70,1
2038,RShoulder,278,78,1
2038,RElbow,278,117,1
2038,RWrist,264,172,1
2038,LShoulder,333,70,1
2038,LElbow,347,109,1
2038,LWrist,347,180,1
2038,RHip,292,180,1
2038,RKnee,278,242,1
2038,RAnkle,320,313,1
2038,LHip,333,180,1
2038,LKnee,333,242,1
2038,LAnkle,306,313,1
2038,LEye,292,31,1
2038,LEar,306,39,1
2038,Background,612,31,1
2039,Nose,278,39,1
2039,Neck,306,70,1
2039,RShoulder,278,78,1
2039,RElbow,278,117,1
2039,RWrist,264,172,1
2039,LShoulder,333,70,1
2039,LElbow,347,109,1
2039,LWrist,361,180,1
2039,RHip,292,180,1
2039,RKnee,278,242,1
2039,RAnkle,320,313,1
2039,LHip,333,180,1
2039,LKnee,333,242,1
2039,LAnkle,306,313,1
2039,LEye,292,31,1
2039,LEar,306,39,1
2039,Background,612,31,1
2040,Nose,278,39,1
2040,Neck,306,70,1
2040,RShoulder,278,78,1
2040,RElbow,278,117,1
2040,RWrist,264,172,1
2040,LShoulder,333,70,1
2040,LElbow,347,109,1
2040,LWrist,347,180,1
2040,RHip,292,180,1
2040,RKnee,278,242,1
2040,RAnkle,320,313,1
2040,LHip,333,180,1
2040,LKnee,333,242,1
2040,LAnkle,306,313,1
2040,LEye,292,31,1
2040,LEar,306,39,1
2040,Background,612,31,1
2041,Nose,278,39,1
2041,Neck,306,70,1
2041,RShoulder,278,78,1
2041,RElbow,278,117,1
2041,RWrist,264,172,1
2041,LShoulder,333,70,1
2041,LElbow,361,109,1
2041,LWrist,347,180,1
2041,RHip,292,180,1
2041,RKnee,278,242,1
2041,RAnkle,320,313,1
2041,LHip,333,180,1
2041,LKnee,333,242,1
2041,LAnkle,306,313,1
2041,LEye,292,31,1
2041,LEar,306,39,1
2041,Background,612,31,1
2042,Nose,278,39,1
2042,Neck,306,70,1
2042,RShoulder,278,78,1
2042,RElbow,278,117,1
2042,RWrist,264,172,1
2042,LShoulder,333,70,1
2042,LElbow,361,109,1
2042,LWrist,347,180,1
2042,RHip,292,180,1
2042,RKnee,278,242,1
2042,RAnkle,320,313,1
2042,LHip,333,180,1
2042,LKnee,333,242,1
2042,LAnkle,306,313,1
2042,LEye,292,31,1
2042,LEar,306,39,1
2042,Background,612,31,1
2043,Nose,278,39,1
2043,Neck,306,70,1
2043,RShoulder,278,78,1
2043,RElbow,278,117,1
2043,RWrist,264,172,1
2043,LShoulder,333,70,1
2043,LElbow,347,117,1
2043,LWrist,347,180,1
2043,RHip,292,180,1
2043,RKnee,278,242,1
2043,RAnkle,320,313,1
2043,LHip,333,180,1
2043,LKnee,333,242,1
2043,LAnkle,306,313,1
2043,LEye,292,31,1
2043,LEar,306,39,1
2043,Background,612,31,1
2044,Nose,278,39,1
2044,Neck,306,70,1
2044,RShoulder,278,78,1
2044,RElbow,278,117,1
2044,RWrist,264,180,1
2044,LShoulder,333,70,1
2044,LElbow,347,117,1
2044,LWrist,347,180,1
2044,RHip,292,180,1
2044,RKnee,278,242,1
2044,RAnkle,320,313,1
2044,LHip,333,180,1
2044,LKnee,333,242,1
2044,LAnkle,306,313,1
2044,LEye,292,31,1
2044,LEar,306,39,1
2044,Background,612,31,1
2045,Nose,278,39,1
2045,Neck,306,70,1
2045,RShoulder,278,78,1
2045,RElbow,278,117,1
2045,RWrist,264,172,1
2045,LShoulder,333,70,1
2045,LElbow,347,117,1
2045,LWrist,347,180,1
2045,RHip,292,180,1
2045,RKnee,278,242,1
2045,RAnkle,320,313,1
2045,LHip,333,180,1
2045,LKnee,333,242,1
2045,LAnkle,306,313,1
2045,LEye,292,31,1
2045,LEar,306,39,1
2045,Background,612,31,1
2046,Nose,278,39,1
2046,Neck,306,70,1
2046,RShoulder,278,78,1
2046,RElbow,278,117,1
2046,RWrist,264,180,1
2046,LShoulder,333,70,1
2046,LElbow,347,117,1
2046,LWrist,347,180,1
2046,RHip,292,180,1
2046,RKnee,278,242,1
2046,RAnkle,320,313,1
2046,LHip,333,180,1
2046,LKnee,333,242,1
2046,LAnkle,306,313,1
2046,LEye,292,31,1
2046,LEar,306,39,1
2046,Background,612,31,1
2047,Nose,278,39,1
2047,Neck,306,70,1
2047,RShoulder,278,78,1
2047,RElbow,278,117,1
2047,RWrist,264,180,1
2047,LShoulder,333,70,1
2047,LElbow,347,117,1
2047,LWrist,347,180,1
2047,RHip,292,180,1
2047,RKnee,278,242,1
2047,RAnkle,306,313,1
2047,LHip,333,180,1
2047,LKnee,333,242,1
2047,LAnkle,306,313,1
2047,LEye,292,31,1
2047,LEar,306,39,1
2047,Background,612,31,1
2048,Nose,278,39,1
2048,Neck,306,70,1
2048,RShoulder,278,78,1
2048,RElbow,278,117,1
2048,RWrist,264,180,1
2048,LShoulder,333,70,1
2048,LElbow,347,117,1
2048,LWrist,347,180,1
2048,RHip,292,180,1
2048,RKnee,278,242,1
2048,RAnkle,306,313,1
2048,LHip,333,180,1
2048,LKnee,333,242,1
2048,LAnkle,306,313,1
2048,LEye,292,31,1
2048,LEar,306,39,1
2048,Background,612,31,1
2049,Nose,278,39,1
2049,Neck,306,70,1
2049,RShoulder,278,78,1
2049,RElbow,278,117,1
2049,RWrist,264,172,1
2049,LShoulder,333,70,1
2049,LElbow,347,117,1
2049,LWrist,347,180,1
2049,RHip,292,180,1
2049,RKnee,278,242,1
2049,RAnkle,320,313,1
2049,LHip,333,180,1
2049,LKnee,333,242,1
2049,LAnkle,306,313,1
2049,LEye,292,31,1
2049,LEar,306,39,1
2049,Background,612,31,1
2050,Nose,278,39,1
2050,Neck,306,70,1
2050,RShoulder,278,70,1
2050,RElbow,278,117,1
2050,RWrist,264,180,1
2050,LShoulder,333,70,1
2050,LElbow,347,117,1
2050,LWrist,347,180,1
2050,RHip,292,180,1
2050,RKnee,278,242,1
2050,RAnkle,320,313,1
2050,LHip,333,180,1
2050,LKnee,333,242,1
2050,LAnkle,306,313,1
2050,LEye,292,31,1
2050,LEar,306,39,1
2050,Background,612,31,1
2051,Nose,278,39,1
2051,Neck,306,70,1
2051,RShoulder,278,78,1
2051,RElbow,278,117,1
2051,RWrist,264,172,1
2051,LShoulder,333,70,1
2051,LElbow,347,117,1
2051,LWrist,347,180,1
2051,RHip,292,180,1
2051,RKnee,278,242,1
2051,RAnkle,320,313,1
2051,LHip,333,180,1
2051,LKnee,333,242,1
2051,LAnkle,306,313,1
2051,LEye,292,39,1
2051,LEar,306,39,1
2051,Background,612,31,1
2052,Nose,278,46,1
2052,Neck,306,70,1
2052,RShoulder,278,78,1
2052,RElbow,278,117,1
2052,RWrist,264,172,1
2052,LShoulder,333,70,1
